SCC,Short_Desc,SCC1,SCC2,SCC3,SCC4,Sector,Description
10300602,Fuel Comb - Comm/Institutional - Natural Gas,External Combustion,Commercial/Institutional: Boilers,Natural Gas,10-100 Million BTU/hr,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Natural Gas;10-100 Million BTU/hr
10300603,Fuel Comb - Comm/Institutional - Natural Gas,External Combustion,Commercial/Institutional: Boilers,Natural Gas,< 10 Million BTU/hr,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Natural Gas;< 10 Million BTU/hr
10300701,Fuel Comb - Comm/Institutional - Other,External Combustion,Commercial/Institutional: Boilers,Process Gas,POTW Digester Gas-fired Boiler,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Process Gas;POTW Digester Gas-fired Boiler
10300799,Fuel Comb - Comm/Institutional - Other,External Combustion,Commercial/Institutional: Boilers,Process Gas,Other Not Classified,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Process Gas;Other Not Classified
10300811,Fuel Comb - Comm/Institutional - Other,External Combustion,Commercial/Institutional: Boilers,Landfill Gas,Landfill Gas,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Landfill Gas;Landfill Gas
10300902,Fuel Comb - Comm/Institutional - Biomass,External Combustion,Commercial/Institutional: Boilers,Wood/Bark Waste,Wood/Bark-fired Boiler,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Wood/Bark Waste;Wood/Bark-fired Boiler
10300903,Fuel Comb - Comm/Institutional - Biomass,External Combustion,Commercial/Institutional: Boilers,Wood/Bark Waste,Wood-fired Boiler - Wet Wood (>=20% moisture),Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Wood/Bark Waste;Wood-fired Boiler - Wet Wood (>=20% moisture)
10300908,Fuel Comb - Comm/Institutional - Biomass,External Combustion,Commercial/Institutional: Boilers,Wood/Bark Waste,Wood-fired Boiler - Dry Wood (<20% moisture),Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Wood/Bark Waste;Wood-fired Boiler - Dry Wood (<20% moisture)
10300910,Fuel Comb - Comm/Institutional - Biomass,External Combustion,Commercial/Institutional: Boilers,Wood/Bark Waste,Fuel cell/Dutch oven boilers,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Wood/Bark Waste;Fuel cell/Dutch oven boilers
10300911,Fuel Comb - Comm/Institutional - Biomass,External Combustion,Commercial/Institutional: Boilers,Wood/Bark Waste,Stoker boilers,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Wood/Bark Waste;Stoker boilers
10300912,Fuel Comb - Comm/Institutional - Biomass,External Combustion,Commercial/Institutional: Boilers,Wood/Bark Waste,Fluidized bed combustion boiler,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Wood/Bark Waste;Fluidized bed combustion boiler
10301001,Fuel Comb - Comm/Institutional - Other,External Combustion,Commercial/Institutional: Boilers,Liquified Petroleum Gas (LPG),Butane,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Liquified Petroleum Gas (LPG);Butane
10301002,Fuel Comb - Comm/Institutional - Other,External Combustion,Commercial/Institutional: Boilers,Liquified Petroleum Gas (LPG),Propane,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Liquified Petroleum Gas (LPG);Propane
10301201,Fuel Comb - Comm/Institutional - Other,External Combustion,Commercial/Institutional: Boilers,Solid Waste,Specify Waste Material in Comments,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Solid Waste;Specify Waste Material in Comments
10301301,Fuel Comb - Comm/Institutional - Other,External Combustion,Commercial/Institutional: Boilers,Liquid Waste,Specify Waste Material in Comments,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Liquid Waste;Specify Waste Material in Comments
10301302,Fuel Comb - Comm/Institutional - Other,External Combustion,Commercial/Institutional: Boilers,Liquid Waste,Waste Oil,Point Comm/Inst,External Combustion;Commercial/Institutional: Boilers;Liquid Waste;Waste Oil
10500105,"Fuel Comb - Industrial Boilers, ICEs - Oil",External Combustion,Space Heaters,Industrial,Distillate Oil,Point Industrial,External Combustion;Space Heaters;Industrial;Distillate Oil
10500106,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",External Combustion,Space Heaters,Industrial,Natural Gas,Point Industrial,External Combustion;Space Heaters;Industrial;Natural Gas
10500110,"Fuel Comb - Industrial Boilers, ICEs - Other",External Combustion,Space Heaters,Industrial,Liquified Petroleum Gas (LPG),Point Industrial,External Combustion;Space Heaters;Industrial;Liquified Petroleum Gas (LPG)
10500113,"Fuel Comb - Industrial Boilers, ICEs - Other",External Combustion,Space Heaters,Industrial,Waste Oil: Air Atomized Burner,Point Industrial,External Combustion;Space Heaters;Industrial;Waste Oil: Air Atomized Burner
10500114,"Fuel Comb - Industrial Boilers, ICEs - Other",External Combustion,Space Heaters,Industrial,Waste Oil: Vaporizing Burner,Point Industrial,External Combustion;Space Heaters;Industrial;Waste Oil: Vaporizing Burner
10500205,Fuel Comb - Comm/Institutional - Oil,External Combustion,Space Heaters,Commercial/Institutional,Distillate Oil,Point Comm/Inst,External Combustion;Space Heaters;Commercial/Institutional;Distillate Oil
10500206,Fuel Comb - Comm/Institutional - Natural Gas,External Combustion,Space Heaters,Commercial/Institutional,Natural Gas,Point Comm/Inst,External Combustion;Space Heaters;Commercial/Institutional;Natural Gas
10500209,Fuel Comb - Comm/Institutional - Biomass,External Combustion,Space Heaters,Commercial/Institutional,Wood,Point Comm/Inst,External Combustion;Space Heaters;Commercial/Institutional;Wood
10500210,Fuel Comb - Comm/Institutional - Other,External Combustion,Space Heaters,Commercial/Institutional,Liquified Petroleum Gas (LPG),Point Comm/Inst,External Combustion;Space Heaters;Commercial/Institutional;Liquified Petroleum Gas (LPG)
10500213,Fuel Comb - Comm/Institutional - Other,External Combustion,Space Heaters,Commercial/Institutional,Waste Oil: Air Atomized Burner,Point Comm/Inst,External Combustion;Space Heaters;Commercial/Institutional;Waste Oil: Air Atomized Burner
20100101,Fuel Comb - Electric Generation - Oil,Internal Combustion Engines,Electric Generation,Distillate Oil (Diesel),Turbine,Point EGU,Internal Combustion Engines;Electric Generation;Distillate Oil (Diesel);Turbine
20100102,Fuel Comb - Electric Generation - Oil,Internal Combustion Engines,Electric Generation,Distillate Oil (Diesel),Reciprocating,Point EGU,Internal Combustion Engines;Electric Generation;Distillate Oil (Diesel);Reciprocating
20100105,Fuel Comb - Electric Generation - Oil,Internal Combustion Engines,Electric Generation,Distillate Oil (Diesel),Reciprocating: Crankcase Blowby,Point EGU,Internal Combustion Engines;Electric Generation;Distillate Oil (Diesel);Reciprocating: Crankcase Blowby
20100106,Fuel Comb - Electric Generation - Oil,Internal Combustion Engines,Electric Generation,Distillate Oil (Diesel),Reciprocating: Evaporative Losses (Fuel Storage and Delivery System),Point EGU,Internal Combustion Engines;Electric Generation;Distillate Oil (Diesel);Reciprocating: Evaporative Losses (Fuel Storage and Delivery System)
20100107,Fuel Comb - Electric Generation - Oil,Internal Combustion Engines,Electric Generation,Distillate Oil (Diesel),Reciprocating: Exhaust,Point EGU,Internal Combustion Engines;Electric Generation;Distillate Oil (Diesel);Reciprocating: Exhaust
20100109,Fuel Comb - Electric Generation - Oil,Internal Combustion Engines,Electric Generation,Distillate Oil (Diesel),Turbine: Exhaust,Point EGU,Internal Combustion Engines;Electric Generation;Distillate Oil (Diesel);Turbine: Exhaust
20100201,Fuel Comb - Electric Generation - Natural Gas,Internal Combustion Engines,Electric Generation,Natural Gas,Turbine,Point EGU,Internal Combustion Engines;Electric Generation;Natural Gas;Turbine
20100202,Fuel Comb - Electric Generation - Natural Gas,Internal Combustion Engines,Electric Generation,Natural Gas,Reciprocating,Point EGU,Internal Combustion Engines;Electric Generation;Natural Gas;Reciprocating
20100205,Fuel Comb - Electric Generation - Natural Gas,Internal Combustion Engines,Electric Generation,Natural Gas,Reciprocating: Crankcase Blowby,Point EGU,Internal Combustion Engines;Electric Generation;Natural Gas;Reciprocating: Crankcase Blowby
20100207,Fuel Comb - Electric Generation - Natural Gas,Internal Combustion Engines,Electric Generation,Natural Gas,Reciprocating: Exhaust,Point EGU,Internal Combustion Engines;Electric Generation;Natural Gas;Reciprocating: Exhaust
20100209,Fuel Comb - Electric Generation - Natural Gas,Internal Combustion Engines,Electric Generation,Natural Gas,Turbine: Exhaust,Point EGU,Internal Combustion Engines;Electric Generation;Natural Gas;Turbine: Exhaust
20100702,Fuel Comb - Electric Generation - Other,Internal Combustion Engines,Electric Generation,Process Gas,Reciprocating,Point EGU,Internal Combustion Engines;Electric Generation;Process Gas;Reciprocating
20100707,Fuel Comb - Electric Generation - Other,Internal Combustion Engines,Electric Generation,Process Gas,Reciprocating: Exhaust,Point EGU,Internal Combustion Engines;Electric Generation;Process Gas;Reciprocating: Exhaust
20100801,Fuel Comb - Electric Generation - Other,Internal Combustion Engines,Electric Generation,Landfill Gas,Turbine,Point EGU,Internal Combustion Engines;Electric Generation;Landfill Gas;Turbine
20100802,Fuel Comb - Electric Generation - Other,Internal Combustion Engines,Electric Generation,Landfill Gas,Reciprocating,Point EGU,Internal Combustion Engines;Electric Generation;Landfill Gas;Reciprocating
20100807,Fuel Comb - Electric Generation - Other,Internal Combustion Engines,Electric Generation,Landfill Gas,Reciprocating: Exhaust,Point EGU,Internal Combustion Engines;Electric Generation;Landfill Gas;Reciprocating: Exhaust
20100901,Fuel Comb - Electric Generation - Oil,Internal Combustion Engines,Electric Generation,Kerosene/Naphtha (Jet Fuel),Turbine,Point EGU,Internal Combustion Engines;Electric Generation;Kerosene/Naphtha (Jet Fuel);Turbine
20100902,Fuel Comb - Electric Generation - Oil,Internal Combustion Engines,Electric Generation,Kerosene/Naphtha (Jet Fuel),Reciprocating,Point EGU,Internal Combustion Engines;Electric Generation;Kerosene/Naphtha (Jet Fuel);Reciprocating
20200101,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Distillate Oil (Diesel),Turbine,Point Industrial,Internal Combustion Engines;Industrial;Distillate Oil (Diesel);Turbine
20200102,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Distillate Oil (Diesel),Reciprocating,Point Industrial,Internal Combustion Engines;Industrial;Distillate Oil (Diesel);Reciprocating
20200103,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Distillate Oil (Diesel),Turbine: Cogeneration,Point Industrial,Internal Combustion Engines;Industrial;Distillate Oil (Diesel);Turbine: Cogeneration
20200104,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Distillate Oil (Diesel),Reciprocating: Cogeneration,Point Industrial,Internal Combustion Engines;Industrial;Distillate Oil (Diesel);Reciprocating: Cogeneration
20200106,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Distillate Oil (Diesel),Reciprocating: Evaporative Losses (Fuel Storage and Delivery System),Point Industrial,Internal Combustion Engines;Industrial;Distillate Oil (Diesel);Reciprocating: Evaporative Losses (Fuel Storage and Delivery System)
20200107,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Distillate Oil (Diesel),Reciprocating: Exhaust,Point Industrial,Internal Combustion Engines;Industrial;Distillate Oil (Diesel);Reciprocating: Exhaust
20200109,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Distillate Oil (Diesel),Turbine: Exhaust,Point Industrial,Internal Combustion Engines;Industrial;Distillate Oil (Diesel);Turbine: Exhaust
20200201,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,Turbine,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;Turbine
20200202,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,Reciprocating,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;Reciprocating
20200203,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,Turbine: Cogeneration,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;Turbine: Cogeneration
20200204,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,Reciprocating: Cogeneration,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;Reciprocating: Cogeneration
20200205,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,Reciprocating: Crankcase Blowby,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;Reciprocating: Crankcase Blowby
20200206,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,Reciprocating: Evaporative Losses (Fuel Delivery System),Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;Reciprocating: Evaporative Losses (Fuel Delivery System)
20200207,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,Reciprocating: Exhaust,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;Reciprocating: Exhaust
20200209,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,Turbine: Exhaust,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;Turbine: Exhaust
20200252,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,2-cycle Lean Burn,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;2-cycle Lean Burn
20200253,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,4-cycle Rich Burn,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;4-cycle Rich Burn
20200254,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,4-cycle Lean Burn,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;4-cycle Lean Burn
20200255,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,2-cycle Clean Burn,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;2-cycle Clean Burn
20200256,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Internal Combustion Engines,Industrial,Natural Gas,4-cycle Clean Burn,Point Industrial,Internal Combustion Engines;Industrial;Natural Gas;4-cycle Clean Burn
20200401,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Other Fuels,Diesel: Large Bore Engine,Point Industrial,Internal Combustion Engines;Industrial;Other Fuels;Diesel: Large Bore Engine
20200402,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Other Fuels,Dual Fuel (Oil/Gas): Large Bore Engine,Point Industrial,Internal Combustion Engines;Industrial;Other Fuels;Dual Fuel (Oil/Gas): Large Bore Engine
20200406,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Other Fuels,Large Bore Engine: Evaporative Losses (Fuel Storage and Delivery System),Point Industrial,Internal Combustion Engines;Industrial;Other Fuels;Large Bore Engine: Evaporative Losses (Fuel Storage and Delivery System)
20200501,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Residual/Crude Oil,Reciprocating,Point Industrial,Internal Combustion Engines;Industrial;Residual/Crude Oil;Reciprocating
20200702,"Fuel Comb - Industrial Boilers, ICEs - Other",Internal Combustion Engines,Industrial,Process Gas,Reciprocating Engine,Point Industrial,Internal Combustion Engines;Industrial;Process Gas;Reciprocating Engine
20200901,"Fuel Comb - Industrial Boilers, ICEs - Oil",Internal Combustion Engines,Industrial,Kerosene/Naphtha (Jet Fuel),Turbine,Point Industrial,Internal Combustion Engines;Industrial;Kerosene/Naphtha (Jet Fuel);Turbine
